fold,mcc_overall,fit_secs,mcc_H1,mcc_H2,mcc_H3,mcc_H4,mcc_H5,mcc_H6,mcc_H7,mcc_H8,mcc_H9,mcc_H10,mcc_H11,mcc_H12,mcc_H13,mcc_H14,mcc_H15,mcc_H16,mcc_H17,mcc_H18,mcc_H19,mcc_H20,mcc_H21,mcc_H22,mcc_H23,mcc_H24,mcc_H25,mcc_H26,mcc_H27,mcc_H28,mcc_H29,mcc_H30,condition,group,seed,n_features,model,task
0,0.7183064573767487,93.0,0.72883952886129,0.8806737865772742,0.8049923940348107,0.7488921393717466,0.8079760648530867,0.6107138190461413,0.841354760215964,0.6853519035512257,0.8150105875085195,0.6645804203553349,0.5667973145001206,0.6421302592498965,0.6384216755489641,0.23840043012728837,0.5753478931231428,0.5813509815013697,0.480773221896213,0.42876759194448716,0.7534593615555056,0.11629474497805117,0.8236795378695124,0.7787242442511243,0.6163642192823717,0.747380697001904,0.9112497020085254,0.24882374932918724,0.7664421799319283,0.8747528060070666,0.3188215584608312,0.16874268908546072,full_cov,cov,42,190,logreg,site
1,0.7090820980093026,82.55,0.7170918316633306,0.8634654634967285,0.778161787235201,0.7602298642039211,0.783179596162181,0.5993942791379884,0.8197346095734894,0.5496321145339798,0.7909101198146528,0.6634251019672681,0.5565653614895012,0.6183774548865374,0.6471653855642276,0.30335035816611516,0.5198588707132872,0.5925676212274426,0.5082570195143877,0.49056571361316,0.7702281305382416,0.16403321427177,0.7884878969238663,0.875354800639593,0.5488938094601123,0.7138959349335087,0.8292329438028206,0.24396370015985686,0.7313910423261399,0.9445085505405235,0.24629880271837387,0.29940416881448184,full_cov,cov,42,190,logreg,site
2,0.7161366952540835,105.98,0.7375204726117923,0.8658067247498015,0.7955598738048464,0.7336467798646733,0.7906396668007876,0.6659132873073862,0.8386808741483412,0.653977919254916,0.8240776211322413,0.6833937286021957,0.5371740125749033,0.6218944100276104,0.6644758269991695,0.29464146674182284,0.4860905735787395,0.6486617408218865,0.49170342532127703,0.4823243724660567,0.7275640700453977,0.12253191547483998,0.8740277140728553,0.7681446836779255,0.48091790875760765,0.6487148599562874,0.8829283774425974,0.10559594269884608,0.7730179384783994,0.9594956318146153,0.3785696706885606,0.25541185509779557,full_cov,cov,42,190,logreg,site
3,0.7123873252278976,91.79,0.7368153234184617,0.8882387622511928,0.7989040843148696,0.7380978209621245,0.7581561900149981,0.5665811263349978,0.826564448144736,0.5386922698584032,0.8481578279214383,0.649852986789617,0.5785481595820026,0.5819502729115515,0.6321772680064726,0.2327579398317843,0.4900056942624498,0.6459648165722237,0.5586381266840257,0.4036685224167471,0.7619220730521115,0.04852274068612843,0.8582178191651922,0.8231596156120728,0.6150445556279845,0.6855539479497335,0.8781538695479788,0.17044924127682193,0.8078824393079337,0.9148149843035114,0.11087136394356703,0.264420086501198,full_cov,cov,42,190,logreg,site
4,0.7201700310384652,93.11,0.7294898185504556,0.8648514217071548,0.8043228873642468,0.7595064145513327,0.8006075912984101,0.5849006653649238,0.8440342092016281,0.6286212436589564,0.877627781770067,0.6592414118910388,0.5530119542221106,0.6506122192562218,0.6849515894939798,0.21686558572023248,0.48790423061133825,0.5632914064341318,0.5131042081607438,0.4836802499582965,0.738292109759281,0.2421103404421108,0.848089687731357,0.8446384935576214,0.5482921002456015,0.727763243937942,0.8646303657126935,0.1965736278220531,0.8389498678074448,0.8896706629514771,0.18783975104914258,0.34034120444039373,full_cov,cov,42,190,logreg,site
0,0.7634941448949689,190.2,0.803544580302253,0.8931999949561287,0.8418178573733809,0.8910879238180826,0.867012949031521,0.6433739601241445,0.8328550692951693,0.6029779659386125,0.7458423159839852,0.7343646481966181,0.6183043515243091,0.6620163033543043,0.6847812307424247,0.2148742819465913,0.672384467961835,0.6415312272989152,0.572048842001391,0.417228402606439,0.8270030371896558,0.33992176136887275,0.8154674477074786,0.8282331113201812,0.6276493373610207,0.7420300195854886,0.8666536229038443,0.24590523825424065,0.8293310194170376,0.8916124305510756,0.20562982967746454,0.264420086501198,no_coh,coh,42,456,logreg,site
1,0.762604036299082,161.69,0.7977169410822955,0.8863279036558062,0.8237919606026887,0.8873051359060078,0.8470045108011902,0.6564927990317871,0.8247592262219275,0.6577755367523023,0.8186531105049397,0.7327152606336704,0.551879275425567,0.6629668769199486,0.7065130511584978,0.30706840687307524,0.6771240101156856,0.6456740278831087,0.6572813442717941,0.5482569007474495,0.7727875536367016,0.3002330602631137,0.779584232204764,0.8677218994189542,0.6613950815917177,0.7385932707218458,0.832794050368589,0.27003774701098887,0.8144359316580195,0.9445085505405235,0.24815209470704538,0.37014338189972523,no_coh,coh,42,456,logreg,site
2,0.755478421969456,197.7,0.797256058099581,0.8671606330425198,0.8015666687187172,0.8852367034146369,0.8551946346703495,0.6764541533979711,0.8454507455520975,0.6561941093385947,0.7997010134199882,0.7606842119866416,0.5970295091296214,0.6435290111406946,0.6744114495406007,0.24538293414000453,0.6360600660569604,0.6212415940490637,0.6028311196593348,0.47904006562750284,0.7534593615555056,0.14908932115360626,0.8535533804658384,0.8040565724897494,0.6399066113841861,0.6632179598194565,0.896384342306965,0.2073098503917034,0.8038920905210136,0.8644231481258422,0.38987643248035075,0.31787410729490584,no_coh,coh,42,456,logreg,site
3,0.7474807311515764,151.09,0.779665443375189,0.8618552530006198,0.8359994040985673,0.8640977370780946,0.8259710650968708,0.6212277999626207,0.821692189484844,0.5307331489470103,0.7552893759512824,0.7191837754393893,0.5550607880577697,0.6625150192550657,0.689008442803908,0.31105089240592804,0.6692174146115517,0.681113558913385,0.6390010388621694,0.44927805008470345,0.7977550208628831,0.2876628221534551,0.8254988543571598,0.7614541825025204,0.6162091345172427,0.6875554364668703,0.8389862939179693,0.2730656113474821,0.7921481338709153,0.8713234202953698,0.21542297786185485,0.2531898335114353,no_coh,coh,42,456,logreg,site
4,0.7514212007330047,192.12,0.7800860198557086,0.8642633384269898,0.8215423300253561,0.8829380187132064,0.833469838621192,0.670239805802076,0.8507898352513938,0.5459026466200416,0.8062490329712821,0.7425346217192774,0.5797833205048968,0.6811933387930196,0.6807719700566622,0.2599795561888044,0.5619425134841195,0.6262715896497584,0.5792659429681563,0.5294273169763501,0.7884015809291748,0.20260205278008503,0.8356105881158062,0.836455194802468,0.6233894962581626,0.6582906943956064,0.8375890520335181,0.21051090593161428,0.806672906526142,0.8767770347757006,0.15798971630110364,0.30883326318031273,no_coh,coh,42,456,logreg,site
